nombre,latitud,longitud,dependencia,turno,nivel,foto_url,telefono,url,año,matricula_total,matricula_mujer,matricula_hombre,promovidos_total,promovidos_mujer,promovidos_hombre,reprobados_total,reprobados_mujer,reprobados_hombre,abandono_total,abandono_mujer,abandono_hombre
Bolivia Ii,-16.50779914856,-68.129577636719,fiscal,noche,secundaria,,65100910 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730630,2021,105,44,61,93,41,52,0,0,0,12,3,9
Bolivia Ii,-16.50779914856,-68.129577636719,fiscal,noche,secundaria,,65100910 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730630,2022,88,28,60,60,16,44,7,3,4,21,9,12
Bolivia Ii,-16.50779914856,-68.129577636719,fiscal,noche,secundaria,,65100910 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730630,2023,59,21,38,37,12,25,14,4,10,8,5,3
Simon Rodriguez Carreño,-16.4756901,-68.1210189,fiscal,tarde,secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F7f846bbc-b8af-4fa5-9712-5fd1287e1f85%2Fpt_simon_rodriguez__20250328_170439_8030783753906404031-19_10_17.jpg,2213549 71561702,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730561,2018,0,0,0,0,0,0,0,0,0,0,0,0
Simon Rodriguez Carreño,-16.4756901,-68.1210189,fiscal,tarde,secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F7f846bbc-b8af-4fa5-9712-5fd1287e1f85%2Fpt_simon_rodriguez__20250328_170439_8030783753906404031-19_10_17.jpg,2213549 71561702,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730561,2019,712,349,363,650,326,324,34,12,22,28,11,17
Simon Rodriguez Carreño,-16.4756901,-68.1210189,fiscal,tarde,secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F7f846bbc-b8af-4fa5-9712-5fd1287e1f85%2Fpt_simon_rodriguez__20250328_170439_8030783753906404031-19_10_17.jpg,2213549 71561702,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730561,2020,696,343,353,0,0,0,0,0,0,0,0,0
Simon Rodriguez Carreño,-16.4756901,-68.1210189,fiscal,tarde,secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F7f846bbc-b8af-4fa5-9712-5fd1287e1f85%2Fpt_simon_rodriguez__20250328_170439_8030783753906404031-19_10_17.jpg,2213549 71561702,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730561,2021,678,340,338,632,320,312,46,20,26,0,0,0
Simon Rodriguez Carreño,-16.4756901,-68.1210189,fiscal,tarde,secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F7f846bbc-b8af-4fa5-9712-5fd1287e1f85%2Fpt_simon_rodriguez__20250328_170439_8030783753906404031-19_10_17.jpg,2213549 71561702,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730561,2022,742,387,355,711,377,334,30,10,20,1,0,1
Simon Rodriguez Carreño,-16.4756901,-68.1210189,fiscal,tarde,secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F7f846bbc-b8af-4fa5-9712-5fd1287e1f85%2Fpt_simon_rodriguez__20250328_170439_8030783753906404031-19_10_17.jpg,2213549 71561702,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730561,2023,751,378,373,694,357,337,39,13,26,18,8,10
Macario Pinilla,-16.5081996917725,-68.1313323974609,fiscal,mañana,inicial,,2440822 69844888,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730466,2018,0,0,0,0,0,0,0,0,0,0,0,0
Macario Pinilla,-16.5081996917725,-68.1313323974609,fiscal,mañana,inicial,,2440822 69844888,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730466,2019,395,191,204,393,190,203,0,0,0,2,1,1
Macario Pinilla,-16.5081996917725,-68.1313323974609,fiscal,mañana,inicial,,2440822 69844888,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730466,2020,391,184,207,0,0,0,0,0,0,0,0,0
Macario Pinilla,-16.5081996917725,-68.1313323974609,fiscal,mañana,inicial,,2440822 69844888,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730466,2021,380,181,199,380,181,199,0,0,0,0,0,0
Macario Pinilla,-16.5081996917725,-68.1313323974609,fiscal,mañana,inicial,,2440822 69844888,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730466,2022,409,199,210,409,199,210,0,0,0,0,0,0
Macario Pinilla,-16.5081996917725,-68.1313323974609,fiscal,mañana,inicial,,2440822 69844888,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730466,2023,405,205,200,404,205,199,0,0,0,1,0,1
Juancito Pinto,-16.5081996917725,-68.1313323974609,fiscal,tarde,inicial,,2441834 76293311,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730467,2018,0,0,0,0,0,0,0,0,0,0,0,0
Juancito Pinto,-16.5081996917725,-68.1313323974609,fiscal,tarde,inicial,,2441834 76293311,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730467,2019,230,128,102,228,127,101,0,0,0,2,1,1
Juancito Pinto,-16.5081996917725,-68.1313323974609,fiscal,tarde,inicial,,2441834 76293311,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730467,2020,218,120,98,0,0,0,0,0,0,0,0,0
Juancito Pinto,-16.5081996917725,-68.1313323974609,fiscal,tarde,inicial,,2441834 76293311,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730467,2021,252,123,129,252,123,129,0,0,0,0,0,0
Juancito Pinto,-16.5081996917725,-68.1313323974609,fiscal,tarde,inicial,,2441834 76293311,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730467,2022,221,98,123,215,94,121,0,0,0,6,4,2
Juancito Pinto,-16.5081996917725,-68.1313323974609,fiscal,tarde,inicial,,2441834 76293311,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730467,2023,203,100,103,197,100,97,0,0,0,6,0,6
Desmaissieres Rr Adoratrices,-16.508499145508,-68.132049560547,privado,mañana,inicial primaria secundaria,,2415656 2004322,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730487,2018,0,0,0,0,0,0,0,0,0,0,0,0
Desmaissieres Rr Adoratrices,-16.508499145508,-68.132049560547,privado,mañana,inicial primaria secundaria,,2415656 2004322,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730487,2019,531,295,236,528,294,234,2,0,2,1,1,0
Desmaissieres Rr Adoratrices,-16.508499145508,-68.132049560547,privado,mañana,inicial primaria secundaria,,2415656 2004322,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730487,2020,513,292,221,0,0,0,0,0,0,0,0,0
Desmaissieres Rr Adoratrices,-16.508499145508,-68.132049560547,privado,mañana,inicial primaria secundaria,,2415656 2004322,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730487,2021,501,286,215,501,286,215,0,0,0,0,0,0
Desmaissieres Rr Adoratrices,-16.508499145508,-68.132049560547,privado,mañana,inicial primaria secundaria,,2415656 2004322,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730487,2022,511,298,213,510,297,213,0,0,0,1,1,0
Desmaissieres Rr Adoratrices,-16.508499145508,-68.132049560547,privado,mañana,inicial primaria secundaria,,2415656 2004322,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730487,2023,531,298,233,530,297,233,1,1,0,0,0,0
Cidei,-16.5097968241642,-68.128564953804,privado,mañana,inicial,, ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730896,2018,0,0,0,0,0,0,0,0,0,0,0,0
Cidei,-16.5097968241642,-68.128564953804,privado,mañana,inicial,, ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730896,2019,0,0,0,0,0,0,0,0,0,0,0,0
Cidei,-16.5097968241642,-68.128564953804,privado,mañana,inicial,, ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730896,2020,62,23,39,0,0,0,0,0,0,0,0,0
Cidei,-16.5097968241642,-68.128564953804,privado,mañana,inicial,, ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730896,2021,42,17,25,42,17,25,0,0,0,0,0,0
Cidei,-16.5097968241642,-68.128564953804,privado,mañana,inicial,, ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730896,2022,50,23,27,48,23,25,0,0,0,2,0,2
Cidei,-16.5097968241642,-68.128564953804,privado,mañana,inicial,, ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730896,2023,58,28,30,53,25,28,0,0,0,5,3,2
Nuestra Señora De Fatima,-16.4761652,-68.1211524,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Ff9442c53-e845-4306-b337-dc4ab81eee6f%2Fpt_liceo_20250328_170540_1324240897907538514-19_13_26.jpg,2210762 77213385,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730248,2018,0,0,0,0,0,0,0,0,0,0,0,0
Nuestra Señora De Fatima,-16.4761652,-68.1211524,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Ff9442c53-e845-4306-b337-dc4ab81eee6f%2Fpt_liceo_20250328_170540_1324240897907538514-19_13_26.jpg,2210762 77213385,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730248,2019,469,216,253,458,211,247,5,3,2,6,2,4
Nuestra Señora De Fatima,-16.4761652,-68.1211524,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Ff9442c53-e845-4306-b337-dc4ab81eee6f%2Fpt_liceo_20250328_170540_1324240897907538514-19_13_26.jpg,2210762 77213385,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730248,2020,474,214,260,0,0,0,0,0,0,0,0,0
Nuestra Señora De Fatima,-16.4761652,-68.1211524,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Ff9442c53-e845-4306-b337-dc4ab81eee6f%2Fpt_liceo_20250328_170540_1324240897907538514-19_13_26.jpg,2210762 77213385,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730248,2021,383,179,204,379,178,201,2,1,1,2,0,2
Nuestra Señora De Fatima,-16.4761652,-68.1211524,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Ff9442c53-e845-4306-b337-dc4ab81eee6f%2Fpt_liceo_20250328_170540_1324240897907538514-19_13_26.jpg,2210762 77213385,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730248,2022,408,203,205,407,202,205,0,0,0,1,1,0
Nuestra Señora De Fatima,-16.4761652,-68.1211524,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Ff9442c53-e845-4306-b337-dc4ab81eee6f%2Fpt_liceo_20250328_170540_1324240897907538514-19_13_26.jpg,2210762 77213385,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730248,2023,470,230,240,462,227,235,3,1,2,5,2,3
Republica De Colombia,-16.508499145508,-68.126983642578,fiscal,tarde,primaria secundaria,,22443913 70568478,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730463,2018,0,0,0,0,0,0,0,0,0,0,0,0
Republica De Colombia,-16.508499145508,-68.126983642578,fiscal,tarde,primaria secundaria,,22443913 70568478,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730463,2019,390,202,188,374,193,181,3,0,3,13,9,4
Republica De Colombia,-16.508499145508,-68.126983642578,fiscal,tarde,primaria secundaria,,22443913 70568478,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730463,2020,383,196,187,0,0,0,0,0,0,0,0,0
Republica De Colombia,-16.508499145508,-68.126983642578,fiscal,tarde,primaria secundaria,,22443913 70568478,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730463,2021,401,200,201,393,198,195,3,1,2,5,1,4
Republica De Colombia,-16.508499145508,-68.126983642578,fiscal,tarde,primaria secundaria,,22443913 70568478,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730463,2022,388,196,192,356,180,176,8,3,5,24,13,11
Republica De Colombia,-16.508499145508,-68.126983642578,fiscal,tarde,primaria secundaria,,22443913 70568478,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730463,2023,373,185,188,367,184,183,4,1,3,2,0,2
Republica Del Ecuador,-16.508499145508,-68.126983642578,fiscal,mañana,primaria secundaria,,2442811 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730464,2018,0,0,0,0,0,0,0,0,0,0,0,0
Republica Del Ecuador,-16.508499145508,-68.126983642578,fiscal,mañana,primaria secundaria,,2442811 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730464,2019,563,278,285,549,277,272,10,0,10,4,1,3
Republica Del Ecuador,-16.508499145508,-68.126983642578,fiscal,mañana,primaria secundaria,,2442811 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730464,2020,606,290,316,0,0,0,0,0,0,0,0,0
Republica Del Ecuador,-16.508499145508,-68.126983642578,fiscal,mañana,primaria secundaria,,2442811 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730464,2021,621,301,320,617,299,318,2,1,1,2,1,1
Republica Del Ecuador,-16.508499145508,-68.126983642578,fiscal,mañana,primaria secundaria,,2442811 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730464,2022,628,320,308,618,314,304,5,3,2,5,3,2
Republica Del Ecuador,-16.508499145508,-68.126983642578,fiscal,mañana,primaria secundaria,,2442811 ,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730464,2023,574,285,289,561,282,279,9,2,7,4,1,3
Santa Rosa La Florida A,-16.545753923568427,-68.091560463471,fiscal,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F570e4af9-b0ef-4d96-9161-d0ef266e2829%2F1000043239-19_15_22.jpg,2771320 70102443,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730334,2018,0,0,0,0,0,0,0,0,0,0,0,0
Santa Rosa La Florida A,-16.545753923568427,-68.091560463471,fiscal,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F570e4af9-b0ef-4d96-9161-d0ef266e2829%2F1000043239-19_15_22.jpg,2771320 70102443,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730334,2019,377,201,176,371,198,173,0,0,0,6,3,3
Santa Rosa La Florida A,-16.545753923568427,-68.091560463471,fiscal,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F570e4af9-b0ef-4d96-9161-d0ef266e2829%2F1000043239-19_15_22.jpg,2771320 70102443,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730334,2020,399,210,189,0,0,0,0,0,0,0,0,0
Santa Rosa La Florida A,-16.545753923568427,-68.091560463471,fiscal,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F570e4af9-b0ef-4d96-9161-d0ef266e2829%2F1000043239-19_15_22.jpg,2771320 70102443,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730334,2021,387,196,191,369,187,182,0,0,0,18,9,9
Santa Rosa La Florida A,-16.545753923568427,-68.091560463471,fiscal,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F570e4af9-b0ef-4d96-9161-d0ef266e2829%2F1000043239-19_15_22.jpg,2771320 70102443,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730334,2022,381,202,179,369,194,175,0,0,0,12,8,4
Santa Rosa La Florida A,-16.545753923568427,-68.091560463471,fiscal,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F570e4af9-b0ef-4d96-9161-d0ef266e2829%2F1000043239-19_15_22.jpg,2771320 70102443,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730334,2023,373,197,176,366,195,171,2,0,2,5,2,3
La Salle B,-16.548492022158598,-68.08968951999174,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fbe205508-21ed-4121-92c3-36c17ffbfa31%2FCaptura_de_pantalla_2025-04-03_080957-8_11_27.png,2795274 2791725,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730715,2018,0,0,0,0,0,0,0,0,0,0,0,0
La Salle B,-16.548492022158598,-68.08968951999174,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fbe205508-21ed-4121-92c3-36c17ffbfa31%2FCaptura_de_pantalla_2025-04-03_080957-8_11_27.png,2795274 2791725,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730715,2019,1247,656,591,1229,651,578,14,3,11,4,2,2
La Salle B,-16.548492022158598,-68.08968951999174,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fbe205508-21ed-4121-92c3-36c17ffbfa31%2FCaptura_de_pantalla_2025-04-03_080957-8_11_27.png,2795274 2791725,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730715,2020,1250,653,597,0,0,0,0,0,0,0,0,0
La Salle B,-16.548492022158598,-68.08968951999174,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fbe205508-21ed-4121-92c3-36c17ffbfa31%2FCaptura_de_pantalla_2025-04-03_080957-8_11_27.png,2795274 2791725,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730715,2021,1262,656,606,1255,653,602,3,0,3,4,3,1
La Salle B,-16.548492022158598,-68.08968951999174,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fbe205508-21ed-4121-92c3-36c17ffbfa31%2FCaptura_de_pantalla_2025-04-03_080957-8_11_27.png,2795274 2791725,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730715,2022,1270,664,606,1265,661,604,1,0,1,4,3,1
La Salle B,-16.548492022158598,-68.08968951999174,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2Fbe205508-21ed-4121-92c3-36c17ffbfa31%2FCaptura_de_pantalla_2025-04-03_080957-8_11_27.png,2795274 2791725,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730715,2023,1254,647,607,1245,643,602,4,2,2,5,2,3
Yachaykuna,-16.53934714197017,-68.07867665962864,privado,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F4e881129-bf71-48d4-8d92-cbae1007bb16%2FCaptura_de_pantalla_2025-04-03_081954-8_20_2.png,2750859 70581553,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730759,2018,0,0,0,0,0,0,0,0,0,0,0,0
Yachaykuna,-16.53934714197017,-68.07867665962864,privado,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F4e881129-bf71-48d4-8d92-cbae1007bb16%2FCaptura_de_pantalla_2025-04-03_081954-8_20_2.png,2750859 70581553,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730759,2019,69,31,38,66,31,35,0,0,0,3,0,3
Yachaykuna,-16.53934714197017,-68.07867665962864,privado,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F4e881129-bf71-48d4-8d92-cbae1007bb16%2FCaptura_de_pantalla_2025-04-03_081954-8_20_2.png,2750859 70581553,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730759,2020,69,31,38,0,0,0,0,0,0,0,0,0
Yachaykuna,-16.53934714197017,-68.07867665962864,privado,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F4e881129-bf71-48d4-8d92-cbae1007bb16%2FCaptura_de_pantalla_2025-04-03_081954-8_20_2.png,2750859 70581553,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730759,2021,79,39,40,77,38,39,0,0,0,2,1,1
Yachaykuna,-16.53934714197017,-68.07867665962864,privado,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F4e881129-bf71-48d4-8d92-cbae1007bb16%2FCaptura_de_pantalla_2025-04-03_081954-8_20_2.png,2750859 70581553,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730759,2022,118,53,65,118,53,65,0,0,0,0,0,0
Yachaykuna,-16.53934714197017,-68.07867665962864,privado,mañana,inicial primaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F4e881129-bf71-48d4-8d92-cbae1007bb16%2FCaptura_de_pantalla_2025-04-03_081954-8_20_2.png,2750859 70581553,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730759,2023,156,60,96,152,58,94,0,0,0,4,2,2
Saint Andrews,-16.548807208963947,-68.08628254538925,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F571b755b-8b4a-433b-b356-d6d4959f37d4%2FCaptura_de_pantalla_2025-04-03_080601-8_6_12.png,2792484 2794397,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730356,2018,0,0,0,0,0,0,0,0,0,0,0,0
Saint Andrews,-16.548807208963947,-68.08628254538925,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F571b755b-8b4a-433b-b356-d6d4959f37d4%2FCaptura_de_pantalla_2025-04-03_080601-8_6_12.png,2792484 2794397,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730356,2019,1321,659,662,1314,654,660,0,0,0,7,5,2
Saint Andrews,-16.548807208963947,-68.08628254538925,privado,mañana,inicial primaria secundaria,https://kc.kobotoolbox.org/media/original?media_file=andreschirinos%2Fattachments%2F1da2d6884660450ca3ea71e7b896b29e%2F571b755b-8b4a-433b-b356-d6d4959f37d4%2FCaptura_de_pantalla_2025-04-03_080601-8_6_12.png,2792484 2794397,https://seie.minedu.gob.bo/reportes/mapas_unidades_educativas/ficha/ver/80730356,2020,1343,669,674,0,0,0,0,0,0,0,0,0
